title,text
Бородинская годовщина,От лиры русского певца.
Бородинская годовщина,"Но вы, мутители палат,"
Бородинская годовщина,"Легкоязычные витии,"
Бородинская годовщина,"Вы, черни бедственный набат,"
Бородинская годовщина,"Клеветники, враги России!"
Бородинская годовщина,Что взяли вы?.. Еще ли росс
Бородинская годовщина,"Больной, расслабленный колосс?"
Бородинская годовщина,"Пустая притча, лживый сон?"
Бородинская годовщина,Скажите: скоро ль нам Варшава
Бородинская годовщина,Предпишет гордый свой закон?
Бородинская годовщина,Куда отдвинем строй твердынь?
Бородинская годовщина,"За Буг, до Ворсклы, до Лимаиа?"
Бородинская годовщина,За кем останется Волынь?
Бородинская годовщина,За кем наследие Богдана?
Бородинская годовщина,"Признав мятежные права,"
Бородинская годовщина,От нас отторгнется ль Литва?
Бородинская годовщина,"Наш Киев дряхлый, златоглавый,"
Бородинская годовщина,"Сей пращур русских городов,"
Бородинская годовщина,Сроднит ли с буйною Варшавой
Бородинская годовщина,Святыню всех своих гробов?
Бородинская годовщина,Ваш бурный шум и хриплый крик
Бородинская годовщина,Смутили ль русского владыку?
Бородинская годовщина,"Скажите, кто главой поник?"
Бородинская годовщина,Кому венец: мечу иль крику?
Бородинская годовщина,"Сильна ли Русь? Война, и мор,"
Бородинская годовщина,"И бунт, и внешних бурь напор"
Бородинская годовщина,И Польши участь решена&#8230;
Бородинская годовщина,Победа! сердцу сладкий час!
Бородинская годовщина,Россия! встань и возвышайся!
Бородинская годовщина,"Греми, восторгов общий глас!.."
Бородинская годовщина,"Но тише, тише раздавайся"
Бородинская годовщина,"Вокруг одра, где он лежит,"
Бородинская годовщина,"Могучий мститель злых обид1,"
Бородинская годовщина,"Кто покорил вершины Тавра,"
Бородинская годовщина,"Пред кем смирилась Эрпвапь,"
Бородинская годовщина,Кому суворовского лавра
Бородинская годовщина,Венок сплела тройная брань.
Бородинская годовщина,"Восстав из гроба своего,"
Бородинская годовщина,Суворов видит плен Варшавы;
Бородинская годовщина,Вострепетала тень его
Бородинская годовщина,От блеска им начатой славы!
Бородинская годовщина,"Благословляет он, герой,"
Бородинская годовщина,"Твое страданье, твой покой,"
Бородинская годовщина,"Твоих сподвижников отвагу,"
Бородинская годовщина,"И весть триумфа твоего,"
Бородинская годовщина,И с ней летящего за Прагу
Бородинская годовщина,Младого внука своего.
Сказки Noel,Ура! в Россию скачет
Сказки Noel,Кочующий деспот.
Сказки Noel,"Спаситель горько плачет,"
Сказки Noel,А с ним и весь народ.
Сказки Noel,Мария в хлопотах Спасителя стращает:
Сказки Noel,"«Не плачь, дитя, не плачь, сударь:"
Сказки Noel,Царь входит и вещает:
Сказки Noel,"«Узнай, народ российский,"
Сказки Noel,Что знает целый мир:
Сказки Noel,И прусский и австрийский
Сказки Noel,Я сшил себе мундир.
Сказки Noel,"О радуйся, народ: я сыт, здоров и тучен;"
Сказки Noel,Меня газетчик прославлял;
Сказки Noel,И делом не замучен.
Сказки Noel,"Узнай еще в прибавку,"
Сказки Noel,Что сделаю потом:
Сказки Noel,"И людям я права людей,"
Сказки Noel,"По царской милости моей,"
Сказки Noel,От радости в постеле
Сказки Noel,Распрыгалось дитя:
Сказки Noel,«Неужто в самом деле?
Сказки Noel,Неужто не шутя?»
Сказки Noel,А мать ему: «Бай-бай! закрой свои ты глазки:
Сказки Noel,"Пора уснуть уж наконец,"
Сказки Noel,"Послушавши, как царь-отец"
Сказки Noel,Рассказывает сказки».
Послание Дельвигу,"Прими сей череп, Дельвиг: он"
Послание Дельвигу,Принадлежит тебе по праву.
Послание Дельвигу,"Тебе поведаю, барон,"
Послание Дельвигу,Его готическую славу.
Послание Дельвигу,Почтенный череп сей не раз
Послание Дельвигу,Парами Вакха нагревался;
Послание Дельвигу,Литовский меч в недобрый час
Послание Дельвигу,По нем со звоном ударялся;
Послание Дельвигу,Сквозь эту кость не проходил
Послание Дельвигу,Луч животворный Аполлона;
Послание Дельвигу,"Ну словом, череп сей хранил"
Послание Дельвигу,"Тяжеловесный мозг барона,"
Послание Дельвигу,"Барона Дельвига. Барон,"
Послание Дельвигу,"Конечно, был охотник славный,"
Послание Дельвигу,"Наездник, чаши друг исправный,"
Послание Дельвигу,Гроза вассалов и их жен.
Послание Дельвигу,"Мой друг, таков был век суровый."
Послание Дельвигу,И предок твой крепкоголовый
Послание Дельвигу,"Смутился б рыцарской душой,"
Послание Дельвигу,Когда б тебя перед собой
Послание Дельвигу,"Увидел без одежды бранной,"
Послание Дельвигу,"С главою, миртами венчанной,"
Послание Дельвигу,В очках и с лирой золотой.
Послание Дельвигу,Покойником в церковной книге
Послание Дельвигу,"Уж был давно записан он,"
Послание Дельвигу,И с предками своими в Риге
Послание Дельвигу,Вкушал непробудимый сон.
Послание Дельвигу,Барон в обители печальной
Послание Дельвигу,"Доволен, впрочем, был судьбой,"
Послание Дельвигу,"Пастора лестью погребальной,"
Послание Дельвигу,Гербом гробницы феодальной
Послание Дельвигу,И эпитафией плохой.
Послание Дельвигу,Но в наши беспокойны годы
Послание Дельвигу,Покойникам покоя нет.
Послание Дельвигу,"Косматый баловень природы,"
Послание Дельвигу,"И математик, и поэт,"
Послание Дельвигу,"Буян задумчивый и важный,"
Послание Дельвигу,"Хирург, юрист, физиолог,"
Послание Дельвигу,"Идеолог и филолог,"
Послание Дельвигу,"С витою трубкою в зубах,"
Послание Дельвигу,"В плаще, с дубиной и в усах"
Послание Дельвигу,Явился в Риге. Там спесиво
Послание Дельвигу,"В трактирах стал он пенить пиво,"
Послание Дельвигу,В дыму табачных облаков;
Послание Дельвигу,"Бродить над берегами моря,"
Послание Дельвигу,"Мечтать об Лотхен, или с горя"
Послание Дельвигу,Стихи писать да бить жидов.
Послание Дельвигу,Студент под лестницей трактира
Послание Дельвигу,В каморке темной жил один;
Послание Дельвигу,"Там, в виде зеркал и картин,"
Послание Дельвигу,"Короткий плащ, картуз, рапира"
Послание Дельвигу,Висели на стене рядком.
Послание Дельвигу,"Полуизмаранный альбом,"
Послание Дельвигу,Творенья Фихте и Платона
Послание Дельвигу,Да два восточных лексикона
Послание Дельвигу,Под паутиною в углу
Послание Дельвигу,"Лежали грудой на полу,—"
Послание Дельвигу,Предмет занятий разнародных
Послание Дельвигу,Ученого да крыс голодных.
Послание Дельвигу,Мы знаем: роскоши пустой
Послание Дельвигу,Почтенный мыслитель не ищет;
Послание Дельвигу,"Смеясь над глупой суетой,"
Послание Дельвигу,В чулане он беспечно свищет.
Послание Дельвигу,"Умеренность, вещал мудрец,"
Послание Дельвигу,Сердец высоких отпечаток.
Послание Дельвигу,"Студент, однако ж, наконец"
Послание Дельвигу,Заметил важный недостаток
Послание Дельвигу,В своем быту: ему предмет
Послание Дельвигу,"Необходимый был&#8230; скелет,"
Послание Дельвигу,"Предмет, философам любезный,"
Послание Дельвигу,Предмет приятный и полезный
Послание Дельвигу,"Для глаз и сердца, слова нет;"
Послание Дельвигу,Но где достанет он скелет?
Послание Дельвигу,Вот он однажды в воскресенье
Послание Дельвигу,Сошелся с кистером градским
Послание Дельвигу,"И, тотчас взяв в соображенье"
Послание Дельвигу,"Его характер и служенье,"
Послание Дельвигу,Решился подружиться с ним.
Послание Дельвигу,За кружкой пива мой мечтатель
Послание Дельвигу,Открылся кистеру душой
Послание Дельвигу,"И говорит: «Нельзя ль, приятель,"
Послание Дельвигу,Тебе досужною порой
Послание Дельвигу,"Свести меня в подвал могильный,"
Послание Дельвигу,"Костями праздными обильный,"
Послание Дельвигу,И между тем один скелет
Послание Дельвигу,Помочь мне вынести на свет?
Послание Дельвигу,Он будет дружбы мне залогом
Послание Дельвигу,И до моих последних дней
Послание Дельвигу,Красой обители моей».
Послание Дельвигу,Смутился кистер изумленный.
Послание Дельвигу,«Что за желанье? что за страсть?
Послание Дельвигу,"Идти в подвал уединенный,"
Послание Дельвигу,Встревожить мертвых сонм почтенный
Послание Дельвигу,И одного из них украсть!
Послание Дельвигу,"И кто же?.. Он, гробов хранитель!"
Послание Дельвигу,Что скажут мертвые потом?»
Послание Дельвигу,"Но пиво, страха усыпитель"
Послание Дельвигу,"И гневной совести смиритель,"
Послание Дельвигу,Сомненья разрешило в нем.
Послание Дельвигу,"Ну, так и быть! Дает он слово,"
Послание Дельвигу,"Что к ночи будет все готово,"
Послание Дельвигу,И другу назначает час.
Послание Дельвигу,Они расстались.
Послание Дельвигу,День угас;
Послание Дельвигу,"Настала ночь. Плащом покрытый,"
Послание Дельвигу,Стоит герой наш знаменитый
Послание Дельвигу,"У галереи гробовой,"
Послание Дельвигу,"И с ним преступный кистер мой,"
Послание Дельвигу,"Держа в руке фонарь разбитый,"
Послание Дельвигу,Готов на подвиг роковой.
Послание Дельвигу,"И вот визжит замок заржавый,"
Послание Дельвигу,И сходят витязи теперь
Послание Дельвигу,Во мрак подвала величавый;
Послание Дельвигу,Сияньем тощим фонаря
Послание Дельвигу,"Глухие своды озаря,"
Послание Дельвигу,"Смущенное в своем покое,"
Послание Дельвигу,Протяжно вторит звук шагов.
Послание Дельвигу,Пред ними длинный ряд гробов;
Послание Дельвигу,"Везде щиты, гербы, короны;"
Послание Дельвигу,В тщеславном тлении кругом
Послание Дельвигу,Почиют непробудным сном
Послание Дельвигу,Высокородные бароны&#8230;
Послание Дельвигу,"Я бы никак не осмелился оставить рифмы в эту поэтическую минуту, если бы твой прадед, коего гроб попался под руку студента, вздумал за себя вступиться, ухватя его за ворот, или погрозив ему костяным кулаком, или как-нибудь иначе оказав свое неудовольствие; к несчастию, похищенье совершилось благополучно. Студент по частям разобрал всего барона и набил карманы костями его. Возвратясь домой, он очень искусно связал их проволокою и таким образом составил себе скелет очень порядочный. Но вскоре молва о перенесении бароновых костей из погреба в трактирный чулан разнеслася по городу. Преступный кистер лишился места, а студент принужден был бежать из Риги, и как обстоятельства не позволяли ему брать с собою будущего, то, разобрав опять баропа, раздарил он его своим друзьям. Большая часть высокородных костей досталась аптекарю. Мой приятель Вульф получил в подарок череп и держал в нем табак. Он рассказал мне его историю и, зная, сколько я тебя люблю, уступил мне череп одного из тех, которым обязан я твоим существованием."
Послание Дельвигу,"Прими же сей череп, Дельвиг: он"
Послание Дельвигу,Принадлежит тебе по праву.
Послание Дельвигу,"Обделай ты его, барон,"
Послание Дельвигу,В благопристойную оправу.
Послание Дельвигу,Изделье гроба преврати
Послание Дельвигу,"В увеселительную чашу,"
Послание Дельвигу,Вином кипящим освяти
Послание Дельвигу,Да запивай уху да кашу.
Послание Дельвигу,И скандинавов рай воинский
Послание Дельвигу,"В пирах домашних воскрешай,"
Послание Дельвигу,Или как Гамлет-Баратынский
Послание Дельвигу,Над ним задумчиво мечтай:
Послание Дельвигу,"О жизни мертвый проповедник,"
Послание Дельвигу,"Вином ли полный, иль пустой,"
Послание Дельвигу,Для мудреца как собеседник
Послание Дельвигу,Он стоит головы живой.
Эпиграмма (Оставя честь судьбе на произвол…),"Оставя честь судьбе на произвол,"
Эпиграмма (Оставя честь судьбе на произвол…),"Давыдова, живая жертва фурий,"
Эпиграмма (Оставя честь судьбе на произвол…),"От малых лет любила чуждый пол,"
Эпиграмма (Оставя честь судьбе на произвол…),И вдруг беда! казнит ее Меркурий;
Эпиграмма (Оставя честь судьбе на произвол…),"Раскаяться приходит ей пора,"
Эпиграмма (Оставя честь судьбе на произвол…),"Она лежит, глаз пухнет понемногу,"
Бакуниной,Напрасно воспевать мне ваши именины
Бакуниной,При всем усердии послушности моей;
Бакуниной,Вы не милее в день святой Екатерины
Бакуниной,"Затем, что никогда нельзя быть вас милей."
Фиал Анакреона,Когда на поклоненье
Фиал Анакреона,"Ходил я в древний Пафос,"
Фиал Анакреона,"Поверьте мне, я видел"
Фиал Анакреона,В уборной у Венеры
Фиал Анакреона,Фиал Анакреона.
Фиал Анакреона,Вином он был наполнен.
Фиал Анакреона,"Кругом висели розы,"
Фиал Анакреона,"Зеленый плющ и мирты,"
Фиал Анакреона,Сплетенные рукою
Фиал Анакреона,Царицы наслаждений.
Фиал Анакреона,На краюшке я видел
Фиал Анакреона,"Смотрел он, пригорюнясь,"
Фиал Анакреона,На пенистую влагу.
Фиал Анакреона,"«Что смотришь ты, проказник,"
Фиал Анакреона,"Спросил я Купидона,—"
Фиал Анакреона,"Скажи, что так утихнул?"
Фиал Анакреона,"Не хочешь ли зачерпнуть,"
Фиал Анакреона,Да ручкой не достанешь?»
Фиал Анакреона,"«Нет,— отвечал малютка,—"
Фиал Анакреона,"Играя, в это море"
Фиал Анакреона,"Колчан, и лук, и стрелы"
Фиал Анакреона,"Я уронил, и факел"
Фиал Анакреона,"Погас в волнах багряных,"
Фиал Анакреона,"Вой, вон на дне блистают;"
Фиал Анакреона,А плавать не умею.
Фиал Анакреона,Достань мне их оттуда!»
Фиал Анакреона,"«О, нет,— сказал я богу,—"
Фиал Анакреона,"Спасибо, что упали;"
Фиал Анакреона,Пускай там остаются».
К живописцу,"Дитя харит и вдохновенья,"
К живописцу,"В порыве пламенной души,"
К живописцу,Небрежной кистью наслажденья
К живописцу,Мне друга сердца напиши;
К живописцу,"Красу невинности прелестной,"
К живописцу,"Надежды милые черты,"
К живописцу,Улыбку радости небесной
К живописцу,И взоры самой красоты.
К живописцу,Вкруг тонкого Гебеи стана
К живописцу,"Венерин пояс повяжи,"
К живописцу,Сокрытый прелестью Альбана
К живописцу,Мою царицу окружи.
К живописцу,Прозрачны волны покрывала
К живописцу,"Накинь на трепетную грудь,"
К живописцу,"Чтоб и под ним она дышала,"
К живописцу,Хотела тайно воздохнуть.
К живописцу,"Представь мечту любви стыдливой,"
К живописцу,"И той, которую дышу."
К живописцу,Рукой любовника счастливой
К живописцу,Внизу я имя подпишу.
Из Анакреона. Отрывок,Узнают коней ретивых
Из Анакреона. Отрывок,По их выжженным таврам;
Из Анакреона. Отрывок,Узнают парфян кичливых
Из Анакреона. Отрывок,По высоким клобукам;
Из Анакреона. Отрывок,Я любовников счастливых
Из Анакреона. Отрывок,Узнаю по их глазам:
Из Анакреона. Отрывок,Наслаждений знак нескромный.
Волненьем жизни утомленный…,"Волненьем жизни утомленный,"
Волненьем жизни утомленный…,"Оставя заблуждений путь,"
Волненьем жизни утомленный…,"Я сердцем алчу отдохнуть,"
Волненьем жизни утомленный…,"Я близ тебя, мой друг бесценный,"
Именины,Умножайте шум и радость;
Именины,Пойте песни в добрый час:
Именины,"Дружба, Грация и Младость"
Именины,Именинницы у нас.
Именины,"Между тем дитя крылато,"
Именины,"Вас приветствуя, друзья,"
Именины,Втайне думает: когда-то
Именины,Именинник буду я!
"О, сколько нам открытий чудных…","О, сколько нам открытий чудных"
"О, сколько нам открытий чудных…",Готовят просвещенья дух
"О, сколько нам открытий чудных…","И опыт, сын ошибок трудных,"
"О, сколько нам открытий чудных…","И гений, парадоксов друг,"
"О, сколько нам открытий чудных…","И случай, бог изобретатель."
Граф Нулин,"Пора, пора! рога трубят;"
Граф Нулин,Псари в охотничьих уборах
Граф Нулин,"Чем свет уж на конях сидят,"
Граф Нулин,Борзые прыгают на сворах.
Граф Нулин,Выходит барин на крыльцо;
Граф Нулин,"Всё, подбочась, обозревает,"
Граф Нулин,Его довольное лицо
Граф Нулин,Приятной важностью сияет.
Граф Нулин,"Чекмень затянутый на нем,"
Граф Нулин,"Турецкой нож за кушаком,"
Граф Нулин,"За пазухой во фляжке ром,"
Граф Нулин,И рог на бронзовой цепочке.
Граф Нулин,"В ночном чепце, в одном платочке,"
Граф Нулин,Глазами сонными жена
Граф Нулин,Сердито смотрит из окна
Граф Нулин,"На сбор, на псарную тревогу&#8230;"
Граф Нулин,Вот мужу подвели коня;
Граф Нулин,"Он холку хвать и в стремя ногу,"
Граф Нулин,Кричит жене: не жди меня!
Граф Нулин,И выезжает на дорогу.
Граф Нулин,В последних числах сентября
Граф Нулин,(Презренной прозой говоря)
Граф Нулин,"В деревне скучно: грязь, ненастье,"
Граф Нулин,"Осенний ветер, мелкой снег,"
Граф Нулин,Да вой волков; но то-то счастье
Граф Нулин,"Охотнику! Не зная нег,"
Граф Нулин,"В отъезжем поле он гарцует,"
Граф Нулин,"Везде находит свой ночлег,"
Граф Нулин,"Бранится, мокнет и пирует"
Граф Нулин,Опустошительный набег.
Граф Нулин,А что же делает супруга
Граф Нулин,Одна в отсутствии супруга?
Граф Нулин,Занятий мало ль есть у ней:
Граф Нулин,"Грибы солить, кормить гусей,"
Граф Нулин,"Заказывать обед и ужин,"
Граф Нулин,"В анбар и в погреб заглянуть,"
Граф Нулин,Хозяйки глаз повсюду нужен;
Граф Нулин,Он вмиг заметит что-нибудь.
Граф Нулин,"К несчастью, героиня наша&#8230;"
Граф Нулин,(Ах! я забыл ей имя дать.
Граф Нулин,"Муж просто звал ее: Наташа,"
Граф Нулин,"Наталья Павловна) к несчастью,"
Граф Нулин,Наталья Павловна совсем
Граф Нулин,Своей хозяйственною частью
Граф Нулин,"Не занималася; затем,"
Граф Нулин,Что не в отеческом законе
Граф Нулин,"Она воспитана была,"
Граф Нулин,А в благородном пансионе
Граф Нулин,У эмигрантки Фальбала.
Граф Нулин,Она сидит перед окном.
Граф Нулин,Пред ней открыт четвертый том
Граф Нулин,Сентиментального романа:
Граф Нулин,"Любовь Элизы и Армана,"
Граф Нулин,Иль переписка двух семей.
Граф Нулин,"Роман классической, старинный,"
Граф Нулин,"Отменно длинный, длинный, длинный,"
Граф Нулин,"Нравоучительный и чинный,"
Граф Нулин,Без романтических затей.
Граф Нулин,Наталья Павловна сначала
Граф Нулин,"Его внимательно читала,"
Граф Нулин,Но скоро как-то развлеклась
Граф Нулин,Перед окном возникшей дракой
Граф Нулин,Козла с дворовою собакой
Граф Нулин,И ею тихо занялась.
Граф Нулин,Кругом мальчишки хохотали.
Граф Нулин,"Меж тем печально, под окном,"
Граф Нулин,Индейки с криком выступали
Граф Нулин,Вослед за мокрым петухом.
Граф Нулин,"Три утки полоскались в луже,"
Граф Нулин,Шла баба через грязный двор
Граф Нулин,"Белье повесить на забор,"
Граф Нулин,"Казалось, снег идти хотел&#8230;"
Граф Нулин,Вдруг колокольчик зазвенел.
Граф Нулин,"Кто долго жил в глуши печальной,"
Граф Нулин,"Друзья, тот верно знает сам,"
Граф Нулин,Как сильно колокольчик дальный
Граф Нулин,Порой волнует сердце нам.
Граф Нулин,"Не друг ли едет запоздалый,"
Граф Нулин,Товарищ юности удалой?&#8230;
Граф Нулин,Уж не она ли?&#8230; Боже мой!
Граф Нулин,"Вот ближе, ближе&#8230; сердце бьется&#8230;"
Граф Нулин,"Но мимо, мимо звук несется,"
Граф Нулин,Слабей&#8230;.. и смолкнул за горой.
Граф Нулин,Наталья Павловна к балкону
Граф Нулин,"Бежит обрадована звону,"
Граф Нулин,"Глядит и видит: за рекой,"
Граф Нулин,"У мельницы, коляска скачет."
Граф Нулин,Поворотила влево. Вслед
Граф Нулин,Она глядит и чуть не плачет.
Граф Нулин,Кто там? скорей! вон там коляска.
Граф Нулин,Сей час везти ее на двор
Граф Нулин,И барина просить обедать!
Граф Нулин,"Да жив ли он? беги проведать,"
Граф Нулин,"Скорей, скорей!&#8230;&#187;"
Граф Нулин,Слуга бежит.
Граф Нулин,Наталья Павловна спешит
Граф Нулин,"Взбить пышный локон, шаль накинуть,"
Граф Нулин,"Задернуть завес, стул подвинуть,"
Граф Нулин,"И ждет. &#171;Да скоро ль, мой творец?&#187;"
Граф Нулин,"Вот едут, едут наконец."
Граф Нулин,"Забрызганный в дороге дальной,"
Граф Нулин,"Опасно раненый, печальный"
Граф Нулин,Кой-как тащится экипаж.
Граф Нулин,Вслед барин молодой хромает.
Граф Нулин,Слуга-француз не унывает
Граф Нулин,"Вот у крыльца, вот в сени входят."
Граф Нулин,Покаместь барину теперь
Граф Нулин,Покой особенный отводят
Граф Нулин,"И барин одеваться хочет,"
Граф Нулин,"Сказать ли вам, кто он таков?"
Граф Нулин,"Граф Нулин из чужих краев,"
Граф Нулин,Где промотал он в вихре моды
Граф Нулин,Свои грядущие доходы.
Граф Нулин,"Себя казать, как чудный зверь,"
Граф Нулин,В Петрополь едет он теперь
Граф Нулин,"С запасом фраков и жилетов,"
Граф Нулин,"Шляп, вееров, плащей, корсетов,"
Граф Нулин,"Булавок, запонок, лорнетов,"
Граф Нулин,"С ужасной книжкою Гизота,"
Граф Нулин,"С тетрадью злых карикатур,"
Граф Нулин,"С романом новым Вальтер-Скотта,"
Граф Нулин,"С последней песней Беранжера,"
Граф Нулин,"С мотивами Россини, Пера,"
Граф Нулин,Уж стол накрыт. Давно пора;
Граф Нулин,Хозяйка ждет нетерпеливо.
Граф Нулин,Дверь отворилась. Входит граф;
Граф Нулин,"Наталья Павловна, привстав,"
Граф Нулин,"Осведомляется учтиво,"
Граф Нулин,Каков он? что нога его?
Граф Нулин,Граф отвечает: ничего.
Граф Нулин,"Идут за стол. Вот он садится,"
Граф Нулин,К ней подвигает свой прибор
Граф Нулин,"И начинает разговор,"
Граф Нулин,"Святую Русь бранит, дивится,"
Граф Нулин,"Как можно жить в ее снегах,"
Граф Нулин,Жалеет о Париже страх&#8230;
Граф Нулин,"Тальма совсем оглох, слабеет,"
Граф Нулин,Он славу прежнюю в народе
Граф Нулин,Какой писатель нынче в моде?
Граф Нулин,&#171;У нас им также подражают&#187;.
Граф Нулин,Уж развиваться начинают?
Граф Нулин,"Почти до&#8230; вот, по этих пор."
Граф Нулин,Позвольте видеть ваш убор&#8230;
Граф Нулин,"Так: рюши, банты&#8230;. здесь узор&#8230;."
Граф Нулин,&#171;Мы получаем Телеграф&#187;.
Граф Нулин,"Поет. &#171;Да, граф, извольте ж кушать&#187;."
Граф Нулин,Изо стола
Граф Нулин,Встают. Хозяйка молодая
Граф Нулин,Черезвычайно весела.
Граф Нулин,"Граф, о Париже забывая,"
Граф Нулин,Дивится: как она мила!
Граф Нулин,Проходит вечер неприметно;
Граф Нулин,Граф сам не свой. Хозяйки взор
Граф Нулин,"То выражается приветно,"
Граф Нулин,То вдруг потуплен безответно&#8230;.
Граф Нулин,"Давно храпит слуга в передней,"
Граф Нулин,"Давно поет петух соседний,"
Граф Нулин,В чугунну доску сторож бьет;
Граф Нулин,В гостиной свечки догорели.
Граф Нулин,Наталья Павловна встает:
Граф Нулин,"&#171;Пора, прощайте: ждут постели."
Граф Нулин,"Приятный сон&#187;&#8230;. С досадой встав,"
Граф Нулин,"Полувлюбленный, нежный граф"
Граф Нулин,Куда кокетство не ведет?
Граф Нулин,Тихонько графу руку жмет.
Граф Нулин,Наталья Павловна раздета;
Граф Нулин,Стоит Параша перед ней.
Граф Нулин,"Друзья мои, Параша эта"
Граф Нулин,Наперсница ее затей;
Граф Нулин,"Шьет, моет, вести переносит,"
Граф Нулин,"Изношенных капотов просит,"
Граф Нулин,"Порою с барином шалит,"
Граф Нулин,"Порой на барина кричит,"
Граф Нулин,И лжет пред барыней отважно.
Граф Нулин,Теперь она толкует важно
Граф Нулин,"О графе, о делах его,"
Граф Нулин,"Не пропускает ничего,"
Граф Нулин,"Бог весть, разведать как успела."
Граф Нулин,Но госпожа ей наконец
Граф Нулин,"Сказала: &#171;полно, надоела!&#187;"
Граф Нулин,"Спросила кофту и чепец,"
Граф Нулин,Легла и выдти вон велела.
Граф Нулин,Своим французом между тем
Граф Нулин,И граф раздет уже совсем.
Граф Нулин,"Ложится он, сигару просит,"
Граф Нулин,"Графин, серебряный стакан,"
Граф Нулин,"Сигару, бронзовый светильник,"
Граф Нулин,"Щипцы с пружиною, будильник"
Граф Нулин,И неразрезанный роман.
Граф Нулин,"В постеле лежа, Вальтер-Скотта"
Граф Нулин,Глазами пробегает он.
Граф Нулин,Но граф душевно развлечен&#8230;
Граф Нулин,Неугомонная забота
Граф Нулин,Его тревожит; мыслит он:
Граф Нулин,&#171;Неужто вправду я влюблен?
Граф Нулин,"Что, если можно?&#8230; вот забавно!"
Граф Нулин,Однако ж это было б славно.
Граф Нулин,И Нулин свечку погасил.
Граф Нулин,"Несносный жар его объемлет,"
Граф Нулин,Не спится графу. Бес не дремлет
Граф Нулин,И дразнит грешною мечтой
Граф Нулин,В нем чувства. Пылкой наш герой
Граф Нулин,Воображает очень живо
Граф Нулин,"Хозяйки взор красноречивый,"
Граф Нулин,"Довольно круглый, полный стан,"
Граф Нулин,"Приятный голос, прямо женской,"
Граф Нулин,Здоровье краше всех румян.
Граф Нулин,"Он помнит кончик ножки нежной,"
Граф Нулин,"Он помнит: точно, точно так!"
Граф Нулин,Она ему рукой небрежной
Граф Нулин,"Пожала руку; он дурак,"
Граф Нулин,Ловить минутную затею.
Граф Нулин,Но время не ушло. Теперь
Граф Нулин,Отворена конечно дверь&#8230;
Граф Нулин,"И тотчас, на плеча накинув"
Граф Нулин,Свой пестрый шелковый халат
Граф Нулин,"И стул в потемках опрокинув,"
Граф Нулин,"В надежде сладостных наград,"
Граф Нулин,К Лукреции Тарквиний новый
Граф Нулин,Отправился на всё готовый.
Граф Нулин,"Так иногда лукавый кот,"
Граф Нулин,"Жеманный баловень служанки,"
Граф Нулин,За мышью крадется с лежанки:
Граф Нулин,"Украдкой, медленно идет,"
Граф Нулин,"Полузажмурясь подступает,"
Граф Нулин,"Свернется в ком, хвостом играет,"
Граф Нулин,И вдруг бедняжку цап-царап.
Граф Нулин,"Влюбленный граф в потемках бродит,"
Граф Нулин,Дорогу ощупью находит.
Граф Нулин,"Желаньем пламенным томим,"
Граф Нулин,"Трепещет, если пол под ним"
Граф Нулин,Вдруг заскрыпит&#8230; вот он подходит
Граф Нулин,К заветной двери и слегка
Граф Нулин,Жмет ручку медного замка;
Граф Нулин,"Дверь тихо, тихо уступает&#8230;."
Граф Нулин,Он смотрит: лампа чуть горит
Граф Нулин,И бледно спальню освещает&#8230;
Граф Нулин,"Хозяйка мирно почивает,"
Граф Нулин,"Иль притворяется, что спит."
Граф Нулин,И вдруг упал к ее ногам&#8230;
Граф Нулин,"Она&#8230; Теперь, с их позволенья,"
Граф Нулин,Прошу я петербургских дам
Граф Нулин,Представить ужас пробужденья
Граф Нулин,Натальи Павловны моей
Граф Нулин,"И разрешить, что делать ей?"
Граф Нулин,"Она, открыв глаза большие,"
Граф Нулин,Ей сыплет чувства выписные
Граф Нулин,И дерзновенною рукой
Граф Нулин,Коснуться хочет одеяла&#8230;
Граф Нулин,Совсем смутив ее сначала&#8230;
Граф Нулин,"Но тут опомнилась она,"
Граф Нулин,"И гнева гордого полна,"
Граф Нулин,"А впрочем, может быть, и страха,"
Граф Нулин,Она Тарквинию с размаха
Граф Нулин,"Пощечину, да ведь какую!"
Граф Нулин,"Сгорел граф Нулин от стыда,"
Граф Нулин,Обиду проглотив такую.
Граф Нулин,"Не знаю, чем бы кончил он,"
Граф Нулин,"Но шпиц косматый, вдруг залая,"
Граф Нулин,Прервал Параши крепкой сон.
Граф Нулин,Услышав граф ее походку
Граф Нулин,И проклиная свой ночлег
Граф Нулин,"И своенравную красотку,"
Граф Нулин,В постыдный обратился бег.
Граф Нулин,"Как он, хозяйка и Параша"
Граф Нулин,"Проводят остальную ночь,"
